#clustering per node
#
#simulation with:
#SEED
#N_AGENTS
#N_USERS
#N_SOURCES
#P_a
#P_s
#dim
#time
#memorySize
node,clustering coeff
183,0
184,0
185,0.015151515151515152
186,0.047619047619047616
187,0.044444444444444446
188,0
189,0.1111111111111111
190,0
191,0.16666666666666666
192,0
193,0.14285714285714285
194,0
195,0
196,0.029411764705882353
197,0
198,0.07692307692307693
199,0.10714285714285714
200,0.038461538461538464
201,0.3
202,0.06666666666666667
203,0.14545454545454545
204,0
205,0.01818181818181818
206,0
207,0.3333333333333333
208,0.14285714285714285
209,0
210,0.05714285714285714
211,0
212,0.08333333333333333
213,0
214,0
215,0.022222222222222223
216,0.05555555555555555
217,0
218,0
219,0.0761904761904762
220,0.05128205128205128
221,0.09090909090909091
222,0.10476190476190476
223,0
224,0
225,0.09090909090909091
226,0.07575757575757576
227,0.029411764705882353
228,0.030303030303030304
229,0
230,0.2
231,0
232,0.047619047619047616
233,1.0
234,0
235,0.2
236,0.054945054945054944
237,0
238,0.13333333333333333
239,0.10476190476190476
240,0.07142857142857142
241,0
242,0.08333333333333333
243,0.06060606060606061
244,0.04395604395604396
245,0.05847953216374269
246,0
247,0
248,0
249,0
250,0.06666666666666667
251,0.1
252,0.2
253,0
254,0.04411764705882353
255,0
256,0
257,0
258,1.0
259,0.06666666666666667
260,0.05714285714285714
261,0
262,0
263,0.030303030303030304
264,0.09941520467836257
265,0
266,0
267,0.06719367588932806
268,0.058823529411764705
269,0
270,0.08333333333333333
271,0
272,0.1
273,0
274,0.03684210526315789
275,0.05333333333333334
276,0.10714285714285714
277,0.08658008658008658
278,0.014285714285714285
279,0
280,0
281,0.09523809523809523
282,0.08421052631578947
283,0.1111111111111111
284,0
285,0.16666666666666666
286,0.047619047619047616
287,0
288,0
289,0.1111111111111111
290,0.030303030303030304
291,0.07272727272727272
292,0
293,0.058823529411764705
294,0.08333333333333333
295,0
296,0
297,0.0380952380952381
298,0.044444444444444446
299,0
300,0
301,0.5
302,0.07692307692307693
303,0.030303030303030304
304,0
305,0
306,0.06060606060606061
307,0.06593406593406594
308,0
309,0.07608695652173914
310,0.04395604395604396
311,0
312,0.06666666666666667
313,0.13333333333333333
314,0
315,0.16666666666666666
316,0.06842105263157895
317,0.047619047619047616
318,0.08225108225108226
319,0
320,0
321,0
322,0.03333333333333333
323,0.06060606060606061
324,0.25
325,0.05228758169934641
326,0
327,0
328,0.0915032679738562
329,0.06666666666666667
330,0.06060606060606061
331,0
332,0
333,0.1
334,0
335,0
336,0
337,0.0380952380952381
338,0
339,0.2
340,0.12121212121212122
341,0.041666666666666664
342,0.2857142857142857
343,0.07575757575757576
344,0
345,0.05194805194805195
346,0.05555555555555555
347,0
348,0.05847953216374269
349,0.046798029556650245
350,0
351,0
352,0
353,0.21212121212121213
354,0
355,0.04395604395604396
356,0
357,0.044444444444444446
358,0.15151515151515152
359,0.0661764705882353
360,0
361,0
362,0.08187134502923976
363,0
364,0.09090909090909091
365,0
366,0
367,0.16666666666666666
368,0.05228758169934641
369,0.3333333333333333
370,0
371,0.12121212121212122
372,0.16666666666666666
373,0
374,0.1
375,0.08888888888888889
376,0
377,0.08771929824561403
378,0
379,0.07894736842105263
380,0
381,0.125
382,0.05714285714285714
383,0
384,0
385,0.06666666666666667
386,0
387,0.08095238095238096
388,0.07575757575757576
389,0.2
390,0.13333333333333333
391,0
392,0
393,0
394,0.044444444444444446
395,0.07352941176470588
396,0.08888888888888889
397,0.0784313725490196
398,0.047619047619047616
399,0
400,0
401,0.06842105263157895
402,0
403,0.058333333333333334
404,0.05627705627705628
405,0.07575757575757576
406,0
407,0.05
408,0
409,0
410,0
411,0
412,0
413,0.03296703296703297
414,0
415,0.2
416,0.1
417,0
418,0.07575757575757576
419,0.08974358974358974
420,0.08658008658008658
421,0.13333333333333333
422,0
423,0.030303030303030304
424,0.0718954248366013
425,0
426,0
427,0.09523809523809523
428,0.08571428571428572
429,0
430,0.03985507246376811
431,0.14285714285714285
432,0.047619047619047616
433,0.23809523809523808
434,0.1
435,0.07977207977207977
436,0
437,0.10256410256410256
438,0
439,0.027777777777777776
440,0.1
441,0.07333333333333333
442,0.08333333333333333
443,0.06666666666666667
444,0.1111111111111111
445,0
446,0
447,1.0
448,0.10714285714285714
449,0.08088235294117647
450,0.08333333333333333
451,0.10476190476190476
452,0
453,0.08791208791208792
454,0.06060606060606061
455,0.09090909090909091
456,0
457,0
458,0.0457516339869281
459,0
460,0.6666666666666666
461,0.06593406593406594
462,0.03676470588235294
463,0.10457516339869281
464,0.18095238095238095
465,0
466,0.3333333333333333
467,0.06333333333333334
468,0.044444444444444446
469,0
470,0.03676470588235294
471,0.14285714285714285
472,0.0380952380952381
473,0
474,0
475,0
476,0.058823529411764705
477,0.030303030303030304
478,0.07142857142857142
479,0
480,0.14285714285714285
481,0
482,0.10606060606060606
483,0.0784313725490196
484,0.05228758169934641
485,0.052307692307692305
486,0
487,0
488,0.14285714285714285
489,0.045454545454545456
490,0
491,0
492,0
493,0.0935672514619883
494,0.03508771929824561
495,0.047619047619047616
496,0.12121212121212122
497,0
498,0
499,0.13333333333333333
500,0.07894736842105263
501,0.03636363636363636
502,0.06493506493506493
503,0
504,0.0989010989010989
505,0.1282051282051282
0,0
1,0.023333333333333334
2,0.0196078431372549
3,0.053763440860215055
4,0.032926829268292684
5,0
